Story Number,Descriptor,Date,Press,Country,Category,Column1
336,A petition was circulated in a Nairobi court stating that Kenyan Minister of Labour Peter Okondo had used oathing among voters to guarantee his election. ,2/22/89,TS,KEN,3,
337,"The District Commissioner of Meru, Tanzania, ordered a traditional goat-killing oath to end a violent, 46-year-long property dispute. In the oath, a man must delineate property while carrying a dying goat. This oath is believed to be so strong that it will kill anyone who breaks it.",3/11/89,TS,TAN,3,
338,A woman who was charged with killing her husband had visited a witchdoctor in an attempt to buy charms which would end his cruelty. ,3/17/89,TS,TAN,3,
352,Kenyan President Daniel Arap Moi accuses his opponents of using witchcraft against him as he battles for his fourth term as president.,10/25/92,BG,KEN,3,
353,"Traditional healers in Mityana, Uganda, refused to divulge their secrets to Ministry of Health officials attempting to integrate them into the national health structure.",10/30/92,TM,UGA,3,
360,"Forty-four suspected witches have been murdered in Kisii district, Kenya, this year. President Daniel Arap Moi publicly denounced the killings and warned that vigilante witch hunters would be charged with murder.",8/15/93,ST,KEN,3,
366,"Two Kenyan practitioners, allegedly of witchcraft, say they cast a spell on voters to influence the 1992 elections. A complaint was filed by the losing candidate, Joseph Elima, stating that the spell was the cause of his defeat.",7/19/94,PAL,KEN,3,
369,"The press reports a confessed witch was expelled from her home by her neighbors, in Kashari County, Uganda.",10/7/94,TM,UGA,3,
372,"The Kenyan Human Rights Commission reports that 23 people have been lynched by mobs in Kenya between July and September. Victims are often suspected of practicing witchcraft. The Commission stated that “Kenyans are losing confidence in the criminal justice system, and especially the police.”",12/16/94,AFP,KEN,3,
374,"The Lord’s Resistance Army, a Ugandan rebel group, continues to use the witchcraft practices of Alice Lakwena, eight years after her defeat in 1987. Leader Joseph Kony sprinkles his followers in holy water, and rubs their chests with palm oil that they believe protects them against bullets. ",8/3/95,TI,UGA,3,
380,"Police in Mukono, Uganda, beat and tortured a man who they believed they caught attempting to bewitch them. The man was spreading herbs near a local police station, which he thought would help him to find a stolen bicycle.",2/17/97,TM,UGA,3,
383,"A witchdoctor alleges that a family had attempted to kill his client, causing unrest in Mbarara, Uganda. The local councilman refuses to intervene in the matter because both he and his colleagues have received services from the doctor.",3/30/97,TM,UGA,3,
385,"Human skulls, used to make magic charms, are expensive in Uganda. Local police refuse to keep skulls confiscated from traffickers, saying the skulls will haunt their offices.",12/3/97,AFP,UGA,3,
393,"A Ugandan court sentenced four youths to death for their part in 50 witchcraft-related killings in 1995 in Manjiya County, Mbale province. The youths were recruited by village elders and local politicians to kill other elders suspected of practicing witchcraft.",11/8/98,RN,UGA,3,
402,"Four-hundred witchdoctors traveled to Namugongo, Uganda, to renounce their craft and turn in their medicines. The men and women turned in their fetishes to Bishop Joseph Oyanga and announced that they were turning back to God.",6/5/99,TM,UGA,3,
415,"A butcher confesses to eating human flesh during a witchcraft ritual. The man confessed during an inquiry in Kisii, Kenya.",2/8/00,EAS,KEN,3,
416,The Bahari Minister of Parliament describes how his life was threatened by witches. He believes that the witches were hired by opposition politicians who feared his growing political power. Islamic scholar describes witchcraft as extremely bad in the eyes of the prophet Mohammed. Those who practice witchcraft should be executed by beheading.,5/29/00,EAS,KEN,3,
419,The Ugandan military moved into provinces of neighboring Congo and Sudan to stop the killings of suspected witches. Eight hundred witches have been killed in the Ituri province of Congo.,7/30/01,JM,UGA,3,
422,"An Angolan magician who claims to be able to cure 21 diseases has fallen sick. The magician, who calls himself Shaka Zulu, is based out of Kasese province, Uganda.",11/16/01,NV,UGA,3,
427,"Traditional healers condemn the ritual murders and child sacrifices sweeping Uganda. The Healer's Chairman, Ben Ggulu, said that such killings only tarnish the healer's image.",12/7/02,TM,UGA,3,
429,"A traditional healer set up camp outside a hospital in Jinja, selling her medicines to hospital clients. The woman, Hajat Nakiryowa, said that people should use traditional medicine in concert with modern medicine.",12/16/02,TM,UGA,3,
430,"According to traditional healers, many residents of Masaka, Uganda, still believe that HIV and AIDS are caused by witchcraft.",4/7/03,NV,UGA,3,
432,Members of Parliament attacked the head of Ugandan internal security over accusations of witchcraft he had leveled against them.,4/23/03,NV,UGA,3,
434,"The Ugandan State Minister for Energy, Daudi Migereko, urged people to use modern medical services when they get ill instead of using witchcraft. ",8/18/03,NV,UGA,3,
445,"Terror sect leader, 10 years after forming his group, which practiced oathing, female circumcision, and violence, became a born-again minister. He formed a new church for youth.",5/13/04,DN,unknown,3,
450,"An angry mob in Mwala protested a government decision to ban an exorcist from participating in a cleansing ceremony. Police stopped a planned ritual, although hundreds had gathered to welcome exorcist ""Maji Marehu"" who was supposed to drive away the Jini of the land.",12/11/04,DN,KEN,3,
451,One hundred and eighty people were evicted from Patongo camp for internally displaced persons over accusations of witchcraft. Residents and local leaders accused the evictees of being cannibals and sorcerers.,1/11/05,TM,UGA,3,
453,"Man charged in court with witchcraft in Kerecho, Kenya. He hung a dog's head in his home with a picture of the intended victim pinned to the dog's ear.",2/11/05,DN,KEN,3,
467,"Villagers condemned and killed three women after conducting a secret ballot on who was guilty in IDP camp in Chua, Kitgum district. ",6/5/07,New Vision,UGA,3,
480,"Former MP Heritage Minister disputed the election results when he lost his seat in Likoni, Kenya. He claims an opposing candidate cast a spell on voters and buried live goats at every polling station. ",12/31/07,TS,KEN,3,
489,"A 35-year-old woman was evicted by the Local Council officials of Kakiika Ward in Mbarara municipality, Uganda, claiming she was practicing witchcraft and causing insecurity in the area. ",6/1/08,New Vision,UGA,3,
491,"Residents of Mukono, Kampala, Uganda, visit shrines to fight the rampant land evictions. The Mukono resident district commissioner explains this is because the public does not trust conventional courts or the police. ",12/4/08,New Vision,UGA,3,
497,"Senior government officials were involved in questionable traditional practices which could have led to human sacrifice in Kampala, Uganda. Fifteen people were arrested over involvement in human sacrifice.",3/17/09,New Vision,UGA,3,
509,"A mother of five from Kisii claimed that she was a victim of evil spirits, causing her constant sickness and troubled marriage. She visited a traditional healer to take the Ngata oath to protect her from witchcraft.",4/18/10,DN,KEN,3,
515,"A CCM political party woman MP believed that her opponents were playing dirty tricks on her, making her car and any bus she tried to ride break down, to defeat her in the elections in Saunyi and Mswaki villages, Tanzania.",1/11/10,TC,TAN,3,
399,The Ugandan government has suspended the activities of migrant witchdoctors throughout the country. The suspension is in response to the continued kidnapping and sacrifice of children. ,5/26/99,AN,UGA,3,
7,A Kenyan municipal employee is jailed for possession of medicines and pretending to practice witchcraft prevention for profit.,10/26/60,EAS,KEN,4,N = 56
16,"Tanzanian MP from Njombe complains of witchcraft throughout the country, warns of ill-effect on economy and suggests all practitioners be sent to a settlement scheme.",6/14/62,DN,TAN,4,
25,In Dar es Salaam a Tanzanyika (meat) Packers' factory male employee found guilty of claiming witchcraft powers to identify thieves.,1/3/63,TS,TAN,4,
27,"In a labor dispute several Kenyan Pyrethrum Board factory employees in Nakuru are accused of trying to trying to hire a witchcraft practitioner to cast spells on two other employees, including a European manager.",2/22/63,EAS,KEN,4,
51,"Police in Iringa, Tanzania, investigate a threat by a local witchdoctor to cause an entire clan to vanish unless he is paid.",4/2/64,EAS,TAN,4,
68,"In Nakuru, Kenya, four men claiming to be government officials assembled a crowd of 200 and announced they were able to detect ""witchdoctors."" Each was arrested and brought to court.",3/11/65,EAS,KEN,4,
69,"A crowd in Eldoret, Kenya, demands arrest of two ""witchdoctors"" who are famous as rainmakers. Both refused to make rain for the parched countryside until they were paid.",3/31/65,EAS,KEN,4,
70,"A ""witch practitioner"" in West Pokot, Kenya, is blamed for spreading confusion and panic on five grazing schemes when a scheme reorganization was attempted. ""He was a member of the reorganization committee wherein threat and intimidation allegedly occurred.""",4/29/65,DN,KEN,4,
71,"In Dar es Salaam, the assistant manager of the Singer Sewing Machine Co. claimed his manager charged him with theft and suspected him of using witchcraft against the manager.",5/6/65,TS,TAN,4,
72,"A 37-year-old man claimed to be a ""medicine man,"" not a ""witchdoctor"" when arrested naked outside a charcoal shop near Dar es Salaam. The shop proprietor testified that he hired the man to ""treat"" the shop so business would flourish.",6/9/65,TS,TAN,4,
73,"To save crops and cattle from Kenyan drought, ""Operation Rainmaker"" was launched by officials in agriculture, meteorology and locust control offices. Witchdoctors joined in ""muttering incantations and spreading paraphernalia on the sun-scorched earth.""",6/13/65,EAS,KEN,4,
76,"Four Ugandans in Bukoba District, Tanzania, who tried to ambush a bank truck carrying L8600, were captured when an herbalist-diviner discloses their plans to police. The ambushers had consulted the diviner for charms and medicines to ensure success.",12/4/65,TS,TAN,4,
83,"Man claiming witchcraft powers sentenced to prison for one year in Mtwara, Tanzania, for giving a client medicine to put in the village wells. Medicine would catch thief who stole 275 shillings from the client because the thief would die when he drank the well water. ",2/3/66,TS,TAN,4,
84,"A woman from Mombasa, Kenya, admitted in court she had employed a witchdoctor to name the person stealing money she had hidden. She was found guilty of attempting to discover a crime through witchcraft.",2/23/66,EAS,KEN,4,
98,"In Tanzania, seven alleged ""witchdoctors"" who had attempted to extort ""dues"" to not destroy crops with rain are arrested after party meeting. Local crops had been destroyed by hailstones.",2/22/68,TS,TAN,4,
102,Man in Dar es Salaam who claimed powers to cure lunacy is charged in court with extorting money and practicing witchcraft.,7/30/68,TN,TAN,4,
105,"Fear of witchcraft is a setback to village development, states Musoma, Tanzania, District Commissioner. People had ""scattered"" for fear of witchcraft instead of living together in ujamaa villages.",10/21/68,TS,TAN,4,
106,"In Geita district, Tanzania, four men were arrested on witchcraft charges for claiming that their gourd, decorated with beads, could speak and tell fortunes.",11/5/68,TS,TAN,4,
113,Letter to the editor debates and supports Radio Tanzania programs that point out how witchcraft hinders progress.,12/19/69,TS,TAN,4,
119,"Witchdoctors accused of confiscating large tracts of forest land in Rungwe District, Tanzania, and demanding maize in payment from those who use the land to graze and collect wood.",6/6/70,TN,TAN,4,
139,"Land Officer in Mbeya accused of practicing witchcraft when messenger claimed to have discovered him in a superior's office with ""unusual ash-like material scattered on the table and chair."" He was found not guilty.",10/29/71,DN,TAN,4,
141,"Traditional healer and witchfinder moves to Nzubuka, 18 miles from Tabora, on Central Rail line, causing a ""travel boom"" and major increase in rural traffic.",1/13/72,TS,TAN,4,
149,"Comment in Tanzania paper cites many stories of people refusing to join ujamaa villages for fear ""bewitching would arise from being close together, and that educated people indulge in witchcraft for promotions and to maintain jobs.""",1/1/73,DN,TAN,4,
153,"In Dar es Salaam, Tanzania, man charged with fraudulently obtaining money from two women by claiming to be a witchdoctor who could increase their cash. Found not guilty.",10/6/73,DN,TAN,4,
165,"Woman arrested for witchcraft in Geita District, Tanzania, during the time people were being relocated in ujamaa villages. She allegedly hypnotized a boy, 19, and a girl, 17, who thereafter were unable to speak.",7/23/74,TS,TAN,4,
167,"Principal of Railway Training School in Nairobi reported that Luo witchcraft had been used to ""alarm"" him because of difficulties he had with Luo students.",8/4/74,SN,KEN,4,
172,"Letter to editor from Mombasa, Kenya, links witchcraft to ""deadly greed for money,"" and suggests witchcraft is used in gambling and extortion.",11/27/74,DN,KEN,4,
183,"In Taveta, Kenya, widespread belief in ""witchcraft"" reported the main stumbling block to commercial development by District Commissioner. He states well-to-do people prefer to look poor and often fear taking children to school for fear of witchcraft.",6/30/75,DN,KEN,4,
188,"In Lodwar, Kenya, the District Commissioner for Turkana warns other government workers that witchcraft hinders development.",8/19/75,DN,KEN,4,
189,Kenya's Assistant Finance Minister urges Kilifi people to stop practicing witchcraft because it impedes development. Ocean resources cited as possible boon to Kilifi people.,9/13/75,DN,KEN,4,
199,"Kenya's coastal Provincial Commissioner condemns witchcraft as the main set-back to development projects, referring specifically to the need to unite in cooperatives for farming, settlement, or the purchase of hotels and small factories.",3/16/76,DN,KEN,4,
202,"Two Nairobi ""witchdoctors"" charged with cheating two women of money and wristwatches in order to bring them good fortune. Witchcraft denied but legitimate ""treatment"" admitted by the accused.",4/29/76,DN,KEN,4,
205,"Man in Nyandarua who allegedly used witchcraft to ""swindle money out of women"" is fined 300 shillings or two months in jail.",5/21/76,KS,KEN,4,
210,"Chairman of huge Giriama Ranch in Kilifi District, Kenya, publicly denies that witchcraft has been used at waterpoints or other places to stop cattle watering or grazing; claim it was ""a rumor designed to pull back development.""",7/19/76,KS,KEN,4,
211,"Witchcraft fears cause people not to build good houses (for fear of seeming wealthy) nor send children to school, states Kwale District Commissioner in Kenya..."" a situation that retards development.""",9/22/76,DN,KEN,4,
214,"Letter to editor, Busia District, Kenya, states witchcraft has reached alarming proportions. ""Where witchcraft is rampant very little can be achieved in development...the two are incompatible."" Says local administrators accept ""inducements"" to keep quiet.",12/2/76,DN,KEN,4,
224,"Fify-four people appear at wealthy Kericho Kenyan's farm to confess thefts of tools, livestock, chemicals and maize when owner brings in witchdoctor to detect them.",8/19/77,DN,KEN,4,
238,"In Kericho, Kenya, a man is sentenced to one year in prison for practicing witchcraft and ""extorting money from innocent people"" with threats to kill.",8/21/78,KS,KEN,4,
239,"Demon dancing, a new dimension of witchcraft, reported in Kwale District, Kenya. The ceremony seen as ""sheer exploitation"" as relatives of the sick must feed dance troupe for days.",9/15/78,DN,KEN,4,
240,"Police raid on practitioner leads to rifle shots; after escaping, residents reported he threatened them to obtain money. Penicillin, thermometer, clinical scissors, syringes found in house.",10/21/78,DN,KEN,4,
242,"Witchcraft has retarded development in Trans-Nzoi District, Kenya, stated area MP...""particularly in farming, education and health activities...where even the educated spend most of their time consulting witchdoctors...instead of engaging in useful work.""",12/27/78,DN,KEN,4,
244,"Customer in Embu District bar who ordered other customers to buy his beer or be bewitched, is arrested, investigated and charged with possessing witchcraft charms with ""intent to annoy or cause fear.""",1/13/79,DN,KEN,4,
295,"Witchcraft beliefs should be ignored for the sake of development, states Kenya's Minister of Culture and Social Services.",10/15/84,DN,KEN,4,
300,"Witchcraft blamed for death and economic stagnation in Kilifi, Kenya. Problems due in part to ""Maluu"" compensation ceremony which is demanded from men who commit adultery.",3/14/85,DN,KEN,4,
319,Two Kenyan women admit in court to using witchcraft charms and of placing them in a Machakos shop. Witchfinder Kajiwe called to give evidence on the charms.,2/25/86,SN,KEN,4,
321,Kithitu oath among Kamba described as a way in which true ownership of property can be determined -- a local land court in which those who made false claims to land would die from the oath.,4/20/86,SN,KEN,4,
357,"A middle aged woman confessed to stealing 10,000 shillings from a veteran in Bundibugyo, Uganda. The veteran contacted a ""medicine man"" who promised that the thief would confess in two days. According to reports, the thief confessed on exactly the second day.",7/20/93,TM,UGA,4,
363,"A young man is arrested for the strangling death of his younger brother. The man was turned in by his witchdoctor, whom he had hired to dispel his brother's ghost.",8/31/93,TM,UGA,4,
364,"White Kenyans are turning to traditional healers to solve problems they perceive to be outside the control of the government or the justice system. Tonyo Trzebinski, who used a spell to have stolen property returned to him, said, “Weird stuff. But it works.”",2/12/94,TNL,KEN,4,
418,Two witches were arrested in Dar es Salaam after being found in the possession of a shotgun sent to them by thieves. The thieves sent the gun to the witches for rituals that would protect them against arrest.,6/24/01,PANA,TAN,4,
435,"A thief, fearing witchcraft, returned a cellular phone to its owner after he had received death threats from the owner. Unclear if the threats were via the same phone. ",11/8/03,NV,UGA,4,
441,Ugandan Vice President Gilbert Bukenya blamed poverty in Uganda on ignorance and the widespread belief in witchcraft.,1/24/04,NV ,UGA,4,
442,"Residents of Mnekezi in Shinyanga, Tanzania, struggled to raise money to hire a rainmaker to lift their region out of drought. However, some residents refused to pay, believing that the rainmaker couldn't help them.",1/27/04,DN,TAN,4,
457,"A displaced family in Kasese, Uganda, has petitioned the Uganda Human Rights commission to have their family land returned to them. The family was removed from Nyakiyumbu village after other villagers accused them of witchcraft.",4/22/05,FT,UGA,4,
470,"Three men, including a movement mobilizer, were murdered for alleged land grabbing and witchcraft in Kyabigambire sub-county, Hoima district. They had previously reported to the police of the plot against their life. Twenty women were suspected and arrested.",6/15/07,New Vision,UGA,4,
511,"Three Ugandans were charged in Kenyan court for defrauding a 38-year-old woman in Naivasha town, Rift Valley Province, Kenya, by pretending to have supernatural powers that could improve her business.",5/2/10,New Vision,UGA,4,
121,Four confessed witchcraft practitioners in Nyeri denounce their activities and join the Catholic church in public ceremony and baptism of 243 people.,8/28/70,DN,KEN,5,N = 41
144,"Relatives of a 12-year-old Tanzanian boy killed in a road accident stole the body from the hospital to prevent a post-mortem, on the belief that post-mortems will harm the person's spirit.",2/15/72,TS,TAN,5,
160,Letter to editor argues importance of believing in spirits of the dead and blames ignorance of ancestral history as reason.,2/10/74,DN,KEN,5,
196,"In Dar es Salaam, Tanzania, Member of Parliament warns churches and sects against anti-government subversion. Sects occasionally engage in witchfinding.",12/29/75,DN,KEN,5,
208,"Letter to editor on Moi's statements adds that white missionaries also emphasized ""the deadliness of witchcraft,"" complaining of cover-up of modern notorious ""witchdoctors"" whose ""bush revival church"" uses chanting and praying through loudspeakers.",6/10/76,DN,KEN,5,
215,"Kenya coastal ""witchdoctors"" urged to attend evangelical meetings and beseech God to ""set them free.""",12/20/76,DN,KEN,5,
226,"In Nandi District, Kenya, three men claiming to be ""God's emissaries"" ransack an elderly man's house looking for witchcraft evidence. They are jailed for one year each. Quest followed prayers and words from God; the incident is church-related.",9/25/77,DN,KEN,5,
265,"European Catholic priest initiated into secret society of healers in Sukumaland, Tanzania, and denies belief in witchcraft.",3/2/81,ZH,TAN,5,
283,"Inter-denominational congregation in Nyeri, Kenya, prayed in mass for a witchdoctor who repented and converted to Christianity.",1/21/83,KS,KEN,5,
291,"Seventy-seven-year-old man gives up witchcraft practices and is baptized in river near Nyeri, Kenya, while 300 witnesses watch.",2/22/84,DN,KEN,5,
294,"Kenyan press writer terms ""witchcraft"" the ""answer to the unknown"" in a wide-ranging article that discusses the universality of fear and ways people cope with it, as, for example, dance and dance therapy.",9/30/84,DN,KEN,5,
314,Kenya District Commissioner in Machakos bans oathing (Kithitu oath) and the practice of witchcraft to curb anti-Christian campaign against local church people who refuse the oath.,12/13/85,DN,KEN,5,
316,"Kenya's witchfinder Kajiwe is ""deported"" from Kitui District by district officers after complaints from African Inland Church whose pastor had tried to convert Kajiwe to Christianity.",12/18/85,DN,KEN,5,
322,"A ""medicine man"" from Isiolo, Kenya, renounced his charms and accepted Christ in a public ceremony for the African Inland Church.",4/22/86,DN,KEN,5,
323,"A Moravian Church bishop and another man were assaulted and wounded by villagers in Rungwe District, Tanzania, after allegedly practicing witchcraft which caused the death of a local chief and in the mysterious death of scores of livestock.",5/3/86,DN,TAN,5,
329,"Two hundred and one Ugandan rebels are killed in battle. The rebels, members of the Holy Spirit Movement, were smeared with oil that they believed would protect them from gunfire. They were anointed with this oil by Alice Lakwena, a witchcraft practitioner and a leader of the rebel movement.",8/6/87,LAT,UGA,5,
340,"A man claimed that he had been healed by medicinal soil given to him by a woman healer in Rwentungu, Uganda. The man believed that the place was holy and that the soil had other powers, including forcing a thief to return 4,000 stolen shillings.",10/24/89,NV,UGA,5,
343,"Mysterious thefts, assaults and burning of houses in Buloba, Uganda, are attributed to an out-of-control spirit. The spirit was allegedly brought to the village by Shaban Kagimu, a practitioner of witchcraft who failed to control his spirits.",11/18/89,NV,UGA,5,
346,Pope John Paul II urged Catholics in Africa to abandon the “unspeakable crime” of witchcraft. He also said that witchcraft threatens human dignity and leads its practitioners into “form[s] of enslavement and false worship.” He made these comments while saying Mass on the shores of Lake Victoria during his seventh trip to Africa.,9/4/90,AP,unknown,5,
355,"Pope John Paul II meets with representatives of “voodoo followers” during his tenth trip to Africa. The Pope has written that “for Christians to take part in the voodoo cult is a contradiction.” The Pope will visit Benin, Uganda and Sudan on this trip.",2/1/93,PAL,UGA,5,
367,"A vehicle which had been transporting a dead child flipped, leaving 10 injured. Villagers in Kotido believe that the spirit of the dead girl flipped the car because her spirit had not been cleansed from it. The cleansing ritual involves the sprinkling of the blood of a recently slaughtered chicken on the vehicle.",7/29/94,TM,UGA,5,
388,"Ugandan bishops urge King Ronald Muwenda to refrain from using witchcraft to cleanse his palace, in the Buganda region. The palace was recently returned to the Bugandan people by the Ugandan army. The bishops oppose the ceremony because it will involve the spilling of blood.",3/3/98,AAN,UGA,5,
406,The Presidential Commission of Inquiry has reported that cults of devil worship have been established in Kenya. The commission reported that devil worship exists throughout all sectors and classes of Kenyan society.,8/4/99,TN,KEN,5,
407,"A leaked report indicates that Satanic cults are rife in Kenya, and that Satanism is a quick route to wealth and security. The report was finished in 1995, but only released this year [1999]. Satanism is only one of many different anti-Christian groups in Kenya, the others including the youth movement Muguki and traditional practice of witchcraft.",8/11/99,FT,KEN,5,
411,"Members of the Kenda Muiyuru sect, a growing part of a ""Back to Africa' movement, practice female circumcision and witchcraft. The movement, led from the village of Thaai in Kenya, preaches a return to traditional Kenyan cultural practices.",11/6/99,TG,KEN,5,
417,"Four hundred witches renounce their craft at the Church of Christ the King in Kampala, Uganda. The conversions were the work of a missionary priest, Friar Ross Russo, who worked in the northern provinces of Lira and Apach.",7/19/00,KT,UGA,5,
421,"The District Commissioner of Kanungu district, Uganda, expressed concern over the explosion of cults in the area. The cults remind him of the Cult of the Restoration of the Ten Commandments of God, because of which thousands perished in 2000.",11/11/01,SV,UGA,5,
431,A leading preacher in Kampala has been accused of witchcraft and fraud. The pastor defrauded his American and British sponsors out of thousands of dollars and used witchcraft against those who challenged him.,4/21/03,TM,UGA,5,
433,"The leader of the National Fellowship of Born Again Churches in Uganda, Pastor Simeon Kayiwa, quit pending an internal probe over accusations of witchcraft that were leveled against him.",5/6/03,NV ,UGA,5,
436,The Bishop of the Catholic Diocese of Lugazi warned the faithful against believing in or practicing witchcraft. He said that satanic practices brought only despair to those who practiced them.,12/1/03,NV,UGA,5,
449,Catholic leaders protested the actions of a Tanzanian exorcist who performs his rituals by force. ,11/28/04,DN,unknown,5,
452,"The bishop of Namirembe, Uganda, expresses his concern over the growing use of witchcraft by Ugandans. Ugandans have become so greedy for material wealth that they will use witchcraft to acquire it, he said.",1/25/05,NV,UGA,5,
455,"The clergy of Tanzania discourage office seekers in Arusha, Tanzania, from resorting to witchcraft in order to win seats in the State House. A clergyman compared witchcraft-using candidates to Judas Iscariot, and said that they would have the same ultimate end.",4/5/05,AT,TAN,5,
458,"A pastor in Kitui, Kenya, receives four months in jail for threatening the life of a man who he believed to be a wizard. The pastor threatened the man's family and allegedly cursed him in a witchcraft ritual.",4/26/05,DN,KEN,5,
459,"Ex-Mungiki leader ordained and establishes born-again church to deal with youth. Nduru Waraingi, two years after he became a born-again Christian, was ordained at City Hall, Nairobi. The mayor testified on his behalf.",6/19/05,DN,KEN,5,
474,"Priests of Tala Catholic Church conducted a cleansing ceremony and burned paraphernalia of bones, weird drawings, and powder found in Tala High School in Kangundo District, Nairobi, Kenya.",1/29/07,TS,KEN,5,
478,"Religious leaders of the Anglican Church of Kenya, the Catholic Church, the Council of Imams, and preachers from Coast Province and Nairobi, Kenya condemned the killing of suspected witches.",2/25/07,TS,KEN,5,
479,"The former Magarini MP, who is a born-again Christian, claims that his competitor is consulting with witchdoctors to win. He believes that witchcraft won't help them and that he will win because he believes in God and doesn't associate with witchcraft. ",4/6/07,TS,KEN,5,
483,"The Bishop of West Buganda Church of the Ugandan Diocese accused some members of parliament and ministers of indulging in immoral acts such as witchcraft, murder, and selfishness.",12/16/08,New Vision,UGA,5,
514,"A Catholic bishop condemned the use of witchcraft as a sign of backwardness, and called witchdoctors frauds in Nakasongola District, Uganda. ",10/12/10,AA,UGA,5,
517,"Reporters comment that a quarter of Kenyans believe in witchcraft, jujus, and consult traditional healers even though they are deeply religious. ",4/16/10,DN,KEN,5,
34,"An epidemic of ""laughing and crying disease"" reported in Bukoba District, Tanzania. First report in early 1962 closed girls' school with 85 girls affected.",8/15/63,UA,TAN,6,N = 29
63,"In Songea, Tanzania, a deputy school headmaster and government information officer are tried and found guilty of attempting to ""cause death, injury or misfortune by the use of witchcraft"" against the school headmaster, who had returned from training in the US.",10/23/64,TS,TAN,6,
114,Mass hysteria outbreak in Mwanza Girls' School leads to involvement of police and hospital officials.,12/20/69,TN,TAN,6,
120,"Girls' school closed for 10 days in Bukoba, Tanzania, due to outbreak of mass hysteria.",8/13/70,TN,TAN,6,
147,"Fifteen girls from a secondary school near Mwanza are hospitalized with hysteria described as ""laughing and crying sickness.""",5/25/72,DN,TAN,6,
157,"Laughing disease closes primary school in Musoma, Tanzania; 28 pupils admitted to hospital.",1/31/74,DN,TAN,6,
163,"Newspaper columnist reports despite campaign to educate adults in Tanzania, supernatural beliefs prevail among the ""highly educated and responsible people who indulge in witchcraft to maintain their positions or get promotions.""",5/7/74,DN,TAN,6,
164,"Outbreak of mass hysteria caused the government temporarily to close the Tabora, Tanzania, girls' secondary school.",6/25/74,DN,TAN,6,
182,"In Kilifi, Kenya, District Commissioner states parents were not sending children to school because of witchcraft fears.",6/15/75,DN,KEN,6,
185,Parents of students in Meru Secondary School assured the government will spare no effort in keeping the peace; the case involved fears of a woman practicing witchcraft near the school.,7/21/75,DN,KEN,6,
190,"Kilifi District Leaders, including MP, cite witchcraft hindering enrollment in primary schools because parents fear children will be bewitched.",9/18/75,DN,KEN,6,
192,"Rumors that witchcraft charms are planted in schools so students will fail exams leads to mass rally with government officer condemning such practices in Shimba Hills, Kwale District, Kenya.",11/9/75,DN,KEN,6,
193,"Town council pleas for citizens to refrain from taking law into their own hands; the plea directed at groups in Malindi, Kenya, area, who describe themselves as ""Harambee"" (pull together) Witchcraft Education Group.",11/18/75,KS,KEN,6,
220,"Tanzanian woman charged with using witchcraft on three schoolgirls who were found in a ""semi-hypnotic"" state. Extortion suspected.",4/30/77,DN,TAN,6,
223,"Eighteen girls hospitalized in Mbeya when struck by laughing sickness, also called ""mass hysteria.""",8/3/77,UPI,TAN,6,
232,"Kenya's Kajiwe, used by parents to attempt to find missing child, is injured in fall and abandons the search.",2/9/78,DN,KEN,6,
246,"Government administrators in Kilifi vow to declare ""total war on witchcraft"" which has caused unrest in schools among teachers whose quarters are supposedly bewitched.",10/5/79,DN,KEN,6,
248,"High rate of primary school dropouts blamed on strong witchcraft beliefs in Taita-Taveta District, Kenya, and constant rumors the schools are bewitched.",12/13/79,DN,KEN,6,
261,"Government administrator on Kenya coast links hysterical behavior by girls to having been or wishing to be treated by ""witchdoctor."" Other student misbehavior linked to advice from witchcraft practitioners.",10/3/80,DN,KEN,6,
262,"Witchcraft fears and unrest close primary school in Malindi, Kenya; parents protest to government and list 17 local practitioners, allegedly engaged in witchcraft focused on the school.",10/8/80,DN,KEN,6,
271,"District Commissioner of Taita-Taveta, Kenya, states articles used in witchcraft have been dumped into classrooms during CPE exams which has resulted in very poor performances.",7/1/81,DN,KEN,6,
309,"Parents, pupils and alleged witches accompany Kenya's Kajiwe to government office in Kilifi District to hand over charms, confess, and denounce witchcraft in schools.",10/1/85,KT,KEN,6,
327,Poor exam results blamed on witchcraft in school. Student stated that to excel academically would cause witchcraft attacks on them by their relatives or neighbors.,11/17/86,KT,KEN,6,
356,"Witches at Warr Girls' School in Nebbi, Uganda, attacked a female student, poisoning her and causing her to be struck dumb. A traditional healer was called who restored the girl's ability to speak, but was unable to completely cure her, leaving her unable to read and frequently sick.",3/14/93,TM,UGA,6,
381,"Parents in Kyakalongo, Uganda, have stopped their children from going to school, fearing that they will pass by the house of a suspected witchdoctor. The witchdoctor is blamed for four deaths in the past year and is allegedly searching for children's body parts to use in rituals.",2/25/97,TM,UGA,6,
487,"Logiri Girls' Secondary School in Aura District, Uganda, dismissed five students from the Nebbi District over alleged practice of witchcraft. ",2/15/08,MON,UGA,6,
488,"Jinja secondary school students were chased by police after they went on strike protesting alleged witchcraft by the headmaster for declining standards and poor feeding in Kampala, Uganda.",3/3/08,New Vision,UGA,6,
490,"The Anglican archbishop told the Alur to stop witchcraft to fight poverty in Gulu and Amuru districts, in Bardege division, Uganda. He urged people to trust in God and stop witchcraft. ",11/27/08,New Vision,UGA,6,
